Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424680852.669380
Reading Number, Reading, Measure Function, Measure Range, Status
1, 6.193402e-07, Current, 1e-06, 140
2, 5.3476e-07, Current, 1e-06, 140
3, 5.354452e-07, Current, 1e-06, 140
4, 5.363116e-07, Current, 1e-06, 140
5, 5.346802e-07, Current, 1e-06, 140
6, 5.322659e-07, Current, 1e-06, 140
7, 5.284413e-07, Current, 1e-06, 140
8, 5.254831e-07, Current, 1e-06, 140
9, 5.224306e-07, Current, 1e-06, 140
10, 5.19389e-07, Current, 1e-06, 140
11, 5.178375e-07, Current, 1e-06, 140
12, 5.186677e-07, Current, 1e-06, 140
13, 5.201758e-07, Current, 1e-06, 140
14, 5.230976e-07, Current, 1e-06, 140
15, 5.268099e-07, Current, 1e-06, 140
16, 5.306309e-07, Current, 1e-06, 140
17, 5.333897e-07, Current, 1e-06, 140
18, 5.352422e-07, Current, 1e-06, 140
19, 5.353655e-07, Current, 1e-06, 140
20, 5.349051e-07, Current, 1e-06, 140
21, 5.338719e-07, Current, 1e-06, 140
22, 5.304461e-07, Current, 1e-06, 140
23, 5.259761e-07, Current, 1e-06, 140
24, 5.22398e-07, Current, 1e-06, 140
25, 5.193093e-07, Current, 1e-06, 140
26, 5.183668e-07, Current, 1e-06, 140
27, 5.18878e-07, Current, 1e-06, 140
28, 5.216875e-07, Current, 1e-06, 140
29, 5.24769e-07, Current, 1e-06, 140
30, 5.281295e-07, Current, 1e-06, 140
31, 5.318453e-07, Current, 1e-06, 140
32, 5.347021e-07, Current, 1e-06, 140
33, 5.366052e-07, Current, 1e-06, 140
34, 5.358621e-07, Current, 1e-06, 140
35, 5.349305e-07, Current, 1e-06, 140
36, 5.319831e-07, Current, 1e-06, 140
37, 5.28347e-07, Current, 1e-06, 140
38, 5.249937e-07, Current, 1e-06, 140
39, 5.219993e-07, Current, 1e-06, 140
40, 5.201686e-07, Current, 1e-06, 140
41, 5.191824e-07, Current, 1e-06, 140
42, 5.192006e-07, Current, 1e-06, 140
43, 5.208282e-07, Current, 1e-06, 140
44, 5.246819e-07, Current, 1e-06, 140
45, 5.27669e-07, Current, 1e-06, 140
46, 5.316134e-07, Current, 1e-06, 140
47, 5.339263e-07, Current, 1e-06, 140
48, 5.350465e-07, Current, 1e-06, 140
49, 5.354416e-07, Current, 1e-06, 140
50, 5.351987e-07, Current, 1e-06, 140
51, 5.332591e-07, Current, 1e-06, 140
