Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424272582.668861
Reading Number, Reading, Measure Function, Measure Range, Status
1, 1.527111e-05, Current, 0.0001, 12
2, 1.482288e-05, Current, 0.0001, 12
3, 1.522037e-05, Current, 0.0001, 12
4, 1.497087e-05, Current, 0.0001, 12
5, 1.496665e-05, Current, 0.0001, 12
6, 1.493705e-05, Current, 0.0001, 12
7, 1.472563e-05, Current, 0.0001, 12
8, 1.474254e-05, Current, 0.0001, 12
9, 1.450573e-05, Current, 0.0001, 12
10, 1.459031e-05, Current, 0.0001, 12
11, 1.457763e-05, Current, 0.0001, 12
12, 1.438733e-05, Current, 0.0001, 12
13, 1.437042e-05, Current, 0.0001, 12
14, 1.453533e-05, Current, 0.0001, 12
15, 1.480174e-05, Current, 0.0001, 12
16, 1.474254e-05, Current, 0.0001, 12
17, 1.491167e-05, Current, 0.0001, 12
18, 1.497511e-05, Current, 0.0001, 12
19, 1.504277e-05, Current, 0.0001, 12
20, 1.495397e-05, Current, 0.0001, 12
21, 1.508082e-05, Current, 0.0001, 12
22, 1.5195e-05, Current, 0.0001, 12
23, 1.511042e-05, Current, 0.0001, 12
24, 1.506391e-05, Current, 0.0001, 12
25, 1.493282e-05, Current, 0.0001, 12
26, 1.481019e-05, Current, 0.0001, 12
27, 1.462414e-05, Current, 0.0001, 12
28, 1.477636e-05, Current, 0.0001, 12
29, 1.466219e-05, Current, 0.0001, 12
30, 1.44846e-05, Current, 0.0001, 12
31, 1.441693e-05, Current, 0.0001, 12
32, 1.438311e-05, Current, 0.0001, 12
33, 1.43239e-05, Current, 0.0001, 12
34, 1.45142e-05, Current, 0.0001, 12
35, 1.452265e-05, Current, 0.0001, 12
36, 1.487362e-05, Current, 0.0001, 12
37, 1.470871e-05, Current, 0.0001, 12
38, 1.492014e-05, Current, 0.0001, 12
39, 1.489054e-05, Current, 0.0001, 12
40, 1.499202e-05, Current, 0.0001, 12
41, 1.493282e-05, Current, 0.0001, 12
42, 1.480596e-05, Current, 0.0001, 12
43, 1.506814e-05, Current, 0.0001, 12
44, 1.521614e-05, Current, 0.0001, 12
45, 1.499202e-05, Current, 0.0001, 12
46, 1.475099e-05, Current, 0.0001, 12
