Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424772453.318643
Reading Number, Reading, Measure Function, Measure Range, Status
1, 1.612699e-09, Current, 1e-07, 4
2, 1.516085e-09, Current, 1e-08, 4
3, 1.50727e-09, Current, 1e-08, 4
4, 1.49542e-09, Current, 1e-08, 4
5, 1.481503e-09, Current, 1e-08, 4
6, 1.466659e-09, Current, 1e-08, 4
7, 1.455442e-09, Current, 1e-08, 4
8, 1.449369e-09, Current, 1e-08, 4
9, 1.443802e-09, Current, 1e-08, 4
10, 1.436759e-09, Current, 1e-08, 4
11, 1.434693e-09, Current, 1e-08, 4
12, 1.436591e-09, Current, 1e-08, 4
13, 1.438404e-09, Current, 1e-08, 4
14, 1.440555e-09, Current, 1e-08, 4
15, 1.447598e-09, Current, 1e-08, 4
16, 1.463244e-09, Current, 1e-08, 4
17, 1.482095e-09, Current, 1e-08, 4
18, 1.494113e-09, Current, 1e-08, 4
19, 1.505288e-09, Current, 1e-08, 4
20, 1.52106e-09, Current, 1e-08, 4
21, 1.534935e-09, Current, 1e-08, 4
22, 1.54843e-09, Current, 1e-08, 4
23, 1.561292e-09, Current, 1e-08, 4
24, 1.565088e-09, Current, 1e-08, 4
25, 1.568503e-09, Current, 1e-08, 4
26, 1.572889e-09, Current, 1e-08, 4
27, 1.568419e-09, Current, 1e-08, 4
28, 1.563274e-09, Current, 1e-08, 4
29, 1.556147e-09, Current, 1e-08, 4
30, 1.549906e-09, Current, 1e-08, 4
31, 1.54299e-09, Current, 1e-08, 4
32, 1.528398e-09, Current, 1e-08, 4
33, 1.515663e-09, Current, 1e-08, 4
34, 1.510012e-09, Current, 1e-08, 4
35, 1.500776e-09, Current, 1e-08, 4
36, 1.488757e-09, Current, 1e-08, 4
37, 1.4756e-09, Current, 1e-08, 4
38, 1.460839e-09, Current, 1e-08, 4
39, 1.451478e-09, Current, 1e-08, 4
40, 1.445996e-09, Current, 1e-08, 4
41, 1.440133e-09, Current, 1e-08, 4
42, 1.433892e-09, Current, 1e-08, 4
43, 1.432754e-09, Current, 1e-08, 4
44, 1.434314e-09, Current, 1e-08, 4
45, 1.43406e-09, Current, 1e-08, 4
46, 1.439796e-09, Current, 1e-08, 4
47, 1.451141e-09, Current, 1e-08, 4
48, 1.474292e-09, Current, 1e-08, 4
49, 1.490655e-09, Current, 1e-08, 4
50, 1.50124e-09, Current, 1e-08, 4
51, 1.515452e-09, Current, 1e-08, 4
52, 1.531266e-09, Current, 1e-08, 4
53, 1.546743e-09, Current, 1e-08, 4
54, 1.556737e-09, Current, 1e-08, 4
55, 1.561334e-09, Current, 1e-08, 4
56, 1.565763e-09, Current, 1e-08, 4
57, 1.569474e-09, Current, 1e-08, 4
58, 1.567196e-09, Current, 1e-08, 4
59, 1.560575e-09, Current, 1e-08, 4
60, 1.555684e-09, Current, 1e-08, 4
61, 1.549653e-09, Current, 1e-08, 4
62, 1.54202e-09, Current, 1e-08, 4
63, 1.527048e-09, Current, 1e-08, 4
64, 1.51444e-09, Current, 1e-08, 4
