Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424772497.020867
Reading Number, Reading, Measure Function, Measure Range, Status
1, 2.324784e-09, Current, 1e-07, 4
2, 2.406687e-09, Current, 1e-08, 4
3, 2.400192e-09, Current, 1e-08, 4
4, 2.389691e-09, Current, 1e-08, 4
5, 2.380961e-09, Current, 1e-08, 4
6, 2.372022e-09, Current, 1e-08, 4
7, 2.35549e-09, Current, 1e-08, 4
8, 2.342796e-09, Current, 1e-08, 4
9, 2.333266e-09, Current, 1e-08, 4
10, 2.323777e-09, Current, 1e-08, 4
11, 2.309142e-09, Current, 1e-08, 4
12, 2.293792e-09, Current, 1e-08, 4
13, 2.278569e-09, Current, 1e-08, 4
14, 2.26735e-09, Current, 1e-08, 4
15, 2.259843e-09, Current, 1e-08, 4
16, 2.252042e-09, Current, 1e-08, 4
17, 2.245506e-09, Current, 1e-08, 4
18, 2.244198e-09, Current, 1e-08, 4
19, 2.248669e-09, Current, 1e-08, 4
20, 2.245295e-09, Current, 1e-08, 4
21, 2.253814e-09, Current, 1e-08, 4
22, 2.271104e-09, Current, 1e-08, 4
23, 2.293961e-09, Current, 1e-08, 4
24, 2.311799e-09, Current, 1e-08, 4
25, 2.323608e-09, Current, 1e-08, 4
26, 2.341911e-09, Current, 1e-08, 4
27, 2.35996e-09, Current, 1e-08, 4
28, 2.377419e-09, Current, 1e-08, 4
29, 2.390071e-09, Current, 1e-08, 4
30, 2.394668e-09, Current, 1e-08, 4
31, 2.399433e-09, Current, 1e-08, 4
32, 2.403777e-09, Current, 1e-08, 4
33, 2.398969e-09, Current, 1e-08, 4
34, 2.390409e-09, Current, 1e-08, 4
35, 2.382227e-09, Current, 1e-08, 4
36, 2.374299e-09, Current, 1e-08, 4
37, 2.364388e-09, Current, 1e-08, 4
38, 2.349923e-09, Current, 1e-08, 4
39, 2.337188e-09, Current, 1e-08, 4
40, 2.330018e-09, Current, 1e-08, 4
41, 2.319644e-09, Current, 1e-08, 4
42, 2.306023e-09, Current, 1e-08, 4
43, 2.291136e-09, Current, 1e-08, 4
44, 2.275321e-09, Current, 1e-08, 4
45, 2.263935e-09, Current, 1e-08, 4
46, 2.254446e-09, Current, 1e-08, 4
47, 2.246096e-09, Current, 1e-08, 4
48, 2.241626e-09, Current, 1e-08, 4
49, 2.256259e-09, Current, 1e-08, 4
50, 2.243186e-09, Current, 1e-08, 4
51, 2.248415e-09, Current, 1e-08, 4
52, 2.260476e-09, Current, 1e-08, 4
53, 2.282574e-09, Current, 1e-08, 4
54, 2.303365e-09, Current, 1e-08, 4
55, 2.317114e-09, Current, 1e-08, 4
56, 2.331916e-09, Current, 1e-08, 4
57, 2.350471e-09, Current, 1e-08, 4
58, 2.367088e-09, Current, 1e-08, 4
59, 2.382776e-09, Current, 1e-08, 4
60, 2.390914e-09, Current, 1e-08, 4
61, 2.394668e-09, Current, 1e-08, 4
62, 2.399265e-09, Current, 1e-08, 4
63, 2.397915e-09, Current, 1e-08, 4
64, 2.390366e-09, Current, 1e-08, 4
65, 2.382438e-09, Current, 1e-08, 4
66, 2.37316e-09, Current, 1e-08, 4
67, 2.365358e-09, Current, 1e-08, 4
68, 2.351947e-09, Current, 1e-08, 4
69, 2.337947e-09, Current, 1e-08, 4
70, 2.328332e-09, Current, 1e-08, 4
71, 2.318884e-09, Current, 1e-08, 4
72, 2.307035e-09, Current, 1e-08, 4
73, 2.291684e-09, Current, 1e-08, 4
74, 2.275405e-09, Current, 1e-08, 4
75, 2.264568e-09, Current, 1e-08, 4
76, 2.257103e-09, Current, 1e-08, 4
77, 2.251115e-09, Current, 1e-08, 4
78, 2.241626e-09, Current, 1e-08, 4
79, 2.239939e-09, Current, 1e-08, 4
80, 2.243439e-09, Current, 1e-08, 4
81, 2.240065e-09, Current, 1e-08, 4
82, 2.244958e-09, Current, 1e-08, 4
83, 2.256132e-09, Current, 1e-08, 4
84, 2.276671e-09, Current, 1e-08, 4
