Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424771139.515836
Reading Number, Reading, Measure Function, Measure Range, Status
1, 1.447507e-07, Current, 1e-06, 4
2, 1.458818e-07, Current, 1e-06, 4
3, 1.487273e-07, Current, 1e-06, 4
4, 1.504927e-07, Current, 1e-06, 4
5, 1.506087e-07, Current, 1e-06, 4
6, 1.502099e-07, Current, 1e-06, 4
7, 1.494197e-07, Current, 1e-06, 4
8, 1.485896e-07, Current, 1e-06, 4
9, 1.478138e-07, Current, 1e-06, 4
10, 1.470816e-07, Current, 1e-06, 4
11, 1.463892e-07, Current, 1e-06, 4
12, 1.457585e-07, Current, 1e-06, 4
13, 1.451532e-07, Current, 1e-06, 4
14, 1.444644e-07, Current, 1e-06, 4
15, 1.440294e-07, Current, 1e-06, 4
16, 1.446855e-07, Current, 1e-06, 4
17, 1.47734e-07, Current, 1e-06, 4
18, 1.503586e-07, Current, 1e-06, 4
19, 1.5133e-07, Current, 1e-06, 4
20, 1.508987e-07, Current, 1e-06, 4
21, 1.503404e-07, Current, 1e-06, 4
22, 1.496445e-07, Current, 1e-06, 4
23, 1.490862e-07, Current, 1e-06, 4
24, 1.484591e-07, Current, 1e-06, 4
25, 1.477594e-07, Current, 1e-06, 4
26, 1.470671e-07, Current, 1e-06, 4
27, 1.464109e-07, Current, 1e-06, 4
28, 1.4586e-07, Current, 1e-06, 4
29, 1.451459e-07, Current, 1e-06, 4
30, 1.445187e-07, Current, 1e-06, 4
31, 1.439461e-07, Current, 1e-06, 4
32, 1.455772e-07, Current, 1e-06, 4
33, 1.483648e-07, Current, 1e-06, 4
34, 1.500577e-07, Current, 1e-06, 4
35, 1.504129e-07, Current, 1e-06, 4
36, 1.499888e-07, Current, 1e-06, 4
37, 1.493834e-07, Current, 1e-06, 4
38, 1.486621e-07, Current, 1e-06, 4
39, 1.48006e-07, Current, 1e-06, 4
40, 1.47339e-07, Current, 1e-06, 4
41, 1.468786e-07, Current, 1e-06, 4
42, 1.463131e-07, Current, 1e-06, 4
43, 1.456896e-07, Current, 1e-06, 4
44, 1.450951e-07, Current, 1e-06, 4
45, 1.446747e-07, Current, 1e-06, 4
46, 1.439714e-07, Current, 1e-06, 4
47, 1.440077e-07, Current, 1e-06, 4
48, 1.466321e-07, Current, 1e-06, 4
49, 1.495719e-07, Current, 1e-06, 4
50, 1.51098e-07, Current, 1e-06, 4
51, 1.510473e-07, Current, 1e-06, 4
52, 1.504056e-07, Current, 1e-06, 4
53, 1.49804e-07, Current, 1e-06, 4
54, 1.492674e-07, Current, 1e-06, 4
55, 1.486331e-07, Current, 1e-06, 4
56, 1.479914e-07, Current, 1e-06, 4
57, 1.472846e-07, Current, 1e-06, 4
58, 1.467662e-07, Current, 1e-06, 4
59, 1.461391e-07, Current, 1e-06, 4
60, 1.455628e-07, Current, 1e-06, 4
61, 1.44758e-07, Current, 1e-06, 4
62, 1.44236e-07, Current, 1e-06, 4
63, 1.44131e-07, Current, 1e-06, 4
64, 1.466031e-07, Current, 1e-06, 4
65, 1.492095e-07, Current, 1e-06, 4
66, 1.504637e-07, Current, 1e-06, 4
67, 1.503042e-07, Current, 1e-06, 4
68, 1.4963e-07, Current, 1e-06, 4
69, 1.48934e-07, Current, 1e-06, 4
70, 1.482598e-07, Current, 1e-06, 4
71, 1.476543e-07, Current, 1e-06, 4
72, 1.470816e-07, Current, 1e-06, 4
73, 1.465487e-07, Current, 1e-06, 4
74, 1.458962e-07, Current, 1e-06, 4
75, 1.453379e-07, Current, 1e-06, 4
76, 1.44816e-07, Current, 1e-06, 4
77, 1.442832e-07, Current, 1e-06, 4
78, 1.433914e-07, Current, 1e-06, 4
79, 1.448269e-07, Current, 1e-06, 4
80, 1.478392e-07, Current, 1e-06, 4
81, 1.503187e-07, Current, 1e-06, 4
82, 1.512612e-07, Current, 1e-06, 4
83, 1.508914e-07, Current, 1e-06, 4
84, 1.502208e-07, Current, 1e-06, 4
85, 1.497133e-07, Current, 1e-06, 4
86, 1.491261e-07, Current, 1e-06, 4
87, 1.485062e-07, Current, 1e-06, 4
88, 1.478319e-07, Current, 1e-06, 4
89, 1.472447e-07, Current, 1e-06, 4
90, 1.465125e-07, Current, 1e-06, 4
91, 1.460086e-07, Current, 1e-06, 4
92, 1.452546e-07, Current, 1e-06, 4
93, 1.446601e-07, Current, 1e-06, 4
94, 1.441672e-07, Current, 1e-06, 4
95, 1.447363e-07, Current, 1e-06, 4
96, 1.474622e-07, Current, 1e-06, 4
97, 1.497967e-07, Current, 1e-06, 4
98, 1.50471e-07, Current, 1e-06, 4
99, 1.501845e-07, Current, 1e-06, 4
100, 1.494705e-07, Current, 1e-06, 4
101, 1.488107e-07, Current, 1e-06, 4
102, 1.482525e-07, Current, 1e-06, 4
103, 1.475347e-07, Current, 1e-06, 4
104, 1.469548e-07, Current, 1e-06, 4
105, 1.462841e-07, Current, 1e-06, 4
106, 1.457694e-07, Current, 1e-06, 4
107, 1.450843e-07, Current, 1e-06, 4
108, 1.445514e-07, Current, 1e-06, 4
109, 1.439642e-07, Current, 1e-06, 4
110, 1.440221e-07, Current, 1e-06, 4
111, 1.465814e-07, Current, 1e-06, 4
112, 1.494705e-07, Current, 1e-06, 4
113, 1.511343e-07, Current, 1e-06, 4
114, 1.512866e-07, Current, 1e-06, 4
115, 1.506051e-07, Current, 1e-06, 4
116, 1.49996e-07, Current, 1e-06, 4
117, 1.493726e-07, Current, 1e-06, 4
118, 1.487708e-07, Current, 1e-06, 4
119, 1.481727e-07, Current, 1e-06, 4
120, 1.475927e-07, Current, 1e-06, 4
121, 1.469076e-07, Current, 1e-06, 4
122, 1.463566e-07, Current, 1e-06, 4
123, 1.456896e-07, Current, 1e-06, 4
124, 1.449972e-07, Current, 1e-06, 4
125, 1.443557e-07, Current, 1e-06, 4
126, 1.441418e-07, Current, 1e-06, 4
127, 1.465523e-07, Current, 1e-06, 4
128, 1.491152e-07, Current, 1e-06, 4
129, 1.504818e-07, Current, 1e-06, 4
130, 1.505398e-07, Current, 1e-06, 4
131, 1.4992e-07, Current, 1e-06, 4
132, 1.492711e-07, Current, 1e-06, 4
133, 1.48604e-07, Current, 1e-06, 4
134, 1.480168e-07, Current, 1e-06, 4
135, 1.473063e-07, Current, 1e-06, 4
136, 1.468061e-07, Current, 1e-06, 4
137, 1.462551e-07, Current, 1e-06, 4
138, 1.455772e-07, Current, 1e-06, 4
139, 1.450807e-07, Current, 1e-06, 4
140, 1.445587e-07, Current, 1e-06, 4
141, 1.443375e-07, Current, 1e-06, 4
142, 1.443701e-07, Current, 1e-06, 4
143, 1.472411e-07, Current, 1e-06, 4
144, 1.501048e-07, Current, 1e-06, 4
145, 1.514678e-07, Current, 1e-06, 4
146, 1.508914e-07, Current, 1e-06, 4
147, 1.502607e-07, Current, 1e-06, 4
148, 1.495538e-07, Current, 1e-06, 4
149, 1.489412e-07, Current, 1e-06, 4
150, 1.482669e-07, Current, 1e-06, 4
151, 1.47542e-07, Current, 1e-06, 4
152, 1.469765e-07, Current, 1e-06, 4
153, 1.463784e-07, Current, 1e-06, 4
