Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424771794.182136
Reading Number, Reading, Measure Function, Measure Range, Status
1, 6.316724e-08, Current, 1e-07, 4
2, 6.131393e-08, Current, 1e-07, 4
3, 6.056939e-08, Current, 1e-07, 4
4, 5.991762e-08, Current, 1e-07, 4
5, 5.932149e-08, Current, 1e-07, 4
6, 5.876161e-08, Current, 1e-07, 4
7, 5.822787e-08, Current, 1e-07, 4
8, 5.773587e-08, Current, 1e-07, 4
9, 5.726749e-08, Current, 1e-07, 4
10, 5.681301e-08, Current, 1e-07, 4
11, 5.639437e-08, Current, 1e-07, 4
12, 5.599891e-08, Current, 1e-07, 4
13, 5.567007e-08, Current, 1e-07, 4
14, 5.548331e-08, Current, 1e-07, 4
15, 5.539604e-08, Current, 1e-07, 4
16, 5.535767e-08, Current, 1e-07, 4
17, 5.532268e-08, Current, 1e-07, 4
18, 5.526366e-08, Current, 1e-07, 4
19, 5.516542e-08, Current, 1e-07, 4
20, 5.503515e-08, Current, 1e-07, 4
21, 5.48796e-08, Current, 1e-07, 4
22, 5.474173e-08, Current, 1e-07, 4
23, 5.459755e-08, Current, 1e-07, 4
24, 5.444072e-08, Current, 1e-07, 4
25, 5.426407e-08, Current, 1e-07, 4
26, 5.410892e-08, Current, 1e-07, 4
27, 5.394239e-08, Current, 1e-07, 4
28, 5.38568e-08, Current, 1e-07, 4
29, 5.390065e-08, Current, 1e-07, 4
30, 5.40499e-08, Current, 1e-07, 4
31, 5.422149e-08, Current, 1e-07, 4
32, 5.434628e-08, Current, 1e-07, 4
33, 5.443692e-08, Current, 1e-07, 4
34, 5.449257e-08, Current, 1e-07, 4
35, 5.451744e-08, Current, 1e-07, 4
36, 5.451238e-08, Current, 1e-07, 4
37, 5.447866e-08, Current, 1e-07, 4
38, 5.440867e-08, Current, 1e-07, 4
39, 5.432773e-08, Current, 1e-07, 4
40, 5.423118e-08, Current, 1e-07, 4
41, 5.410132e-08, Current, 1e-07, 4
42, 5.396895e-08, Current, 1e-07, 4
43, 5.383952e-08, Current, 1e-07, 4
44, 5.381507e-08, Current, 1e-07, 4
45, 5.388969e-08, Current, 1e-07, 4
46, 5.400816e-08, Current, 1e-07, 4
47, 5.412536e-08, Current, 1e-07, 4
48, 5.420967e-08, Current, 1e-07, 4
49, 5.425268e-08, Current, 1e-07, 4
50, 5.425689e-08, Current, 1e-07, 4
51, 5.423414e-08, Current, 1e-07, 4
52, 5.41886e-08, Current, 1e-07, 4
53, 5.413295e-08, Current, 1e-07, 4
54, 5.405454e-08, Current, 1e-07, 4
