Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424771813.332064
Reading Number, Reading, Measure Function, Measure Range, Status
1, 5.517505e-08, Current, 1e-07, 4
2, 5.501149e-08, Current, 1e-07, 4
3, 5.494108e-08, Current, 1e-07, 4
4, 5.499125e-08, Current, 1e-07, 4
5, 5.510508e-08, Current, 1e-07, 4
6, 5.523408e-08, Current, 1e-07, 4
7, 5.53458e-08, Current, 1e-07, 4
8, 5.540271e-08, Current, 1e-07, 4
9, 5.54103e-08, Current, 1e-07, 4
10, 5.538121e-08, Current, 1e-07, 4
11, 5.555912e-08, Current, 1e-07, 4
12, 5.551654e-08, Current, 1e-07, 4
13, 5.543643e-08, Current, 1e-07, 4
14, 5.532936e-08, Current, 1e-07, 4
15, 5.522734e-08, Current, 1e-07, 4
16, 5.511982e-08, Current, 1e-07, 4
17, 5.500601e-08, Current, 1e-07, 4
18, 5.499757e-08, Current, 1e-07, 4
19, 5.512489e-08, Current, 1e-07, 4
20, 5.531798e-08, Current, 1e-07, 4
21, 5.550178e-08, Current, 1e-07, 4
22, 5.56409e-08, Current, 1e-07, 4
23, 5.573997e-08, Current, 1e-07, 4
24, 5.580448e-08, Current, 1e-07, 4
25, 5.583526e-08, Current, 1e-07, 4
26, 5.583652e-08, Current, 1e-07, 4
27, 5.580152e-08, Current, 1e-07, 4
28, 5.574757e-08, Current, 1e-07, 4
29, 5.566663e-08, Current, 1e-07, 4
30, 5.557767e-08, Current, 1e-07, 4
31, 5.545794e-08, Current, 1e-07, 4
32, 5.53323e-08, Current, 1e-07, 4
33, 5.520331e-08, Current, 1e-07, 4
34, 5.516789e-08, Current, 1e-07, 4
35, 5.524504e-08, Current, 1e-07, 4
36, 5.537404e-08, Current, 1e-07, 4
37, 5.544866e-08, Current, 1e-07, 4
38, 5.538037e-08, Current, 1e-07, 4
39, 5.54238e-08, Current, 1e-07, 4
40, 5.542252e-08, Current, 1e-07, 4
41, 5.539006e-08, Current, 1e-07, 4
42, 5.53458e-08, Current, 1e-07, 4
43, 5.528467e-08, Current, 1e-07, 4
44, 5.520836e-08, Current, 1e-07, 4
45, 5.510845e-08, Current, 1e-07, 4
46, 5.499884e-08, Current, 1e-07, 4
47, 5.487954e-08, Current, 1e-07, 4
48, 5.475475e-08, Current, 1e-07, 4
49, 5.468476e-08, Current, 1e-07, 4
50, 5.474082e-08, Current, 1e-07, 4
51, 5.490862e-08, Current, 1e-07, 4
52, 5.510255e-08, Current, 1e-07, 4
53, 5.543897e-08, Current, 1e-07, 4
54, 5.561898e-08, Current, 1e-07, 4
55, 5.570962e-08, Current, 1e-07, 4
56, 5.576359e-08, Current, 1e-07, 4
57, 5.578804e-08, Current, 1e-07, 4
58, 5.577539e-08, Current, 1e-07, 4
59, 5.573534e-08, Current, 1e-07, 4
60, 5.56721e-08, Current, 1e-07, 4
