Capacity, 149789
NumReadings, 1000
AppendMode, 1
TimestampResolution, 0.000001
BaseTimestamp, 1424772810.326492
Reading Number, Reading, Measure Function, Measure Range, Status
1, 4.541111e-10, Current, 1e-08, 4
2, 2.068543e-10, Current, 1e-09, 4
3, 2.056607e-10, Current, 1e-09, 4
4, 2.048513e-10, Current, 1e-09, 4
5, 2.043985e-10, Current, 1e-09, 4
6, 2.03246e-10, Current, 1e-09, 4
7, 2.023954e-10, Current, 1e-09, 4
8, 2.013527e-10, Current, 1e-09, 4
9, 2.005844e-10, Current, 1e-09, 4
10, 2.001316e-10, Current, 1e-09, 4
11, 1.997201e-10, Current, 1e-09, 4
12, 1.990889e-10, Current, 1e-09, 4
13, 1.990067e-10, Current, 1e-09, 4
14, 1.990341e-10, Current, 1e-09, 4
15, 1.997476e-10, Current, 1e-09, 4
16, 1.994183e-10, Current, 1e-09, 4
17, 1.995417e-10, Current, 1e-09, 4
18, 2.002551e-10, Current, 1e-09, 4
19, 2.011195e-10, Current, 1e-09, 4
20, 2.016957e-10, Current, 1e-09, 4
21, 2.020799e-10, Current, 1e-09, 4
22, 2.029717e-10, Current, 1e-09, 4
23, 2.038223e-10, Current, 1e-09, 4
24, 2.047826e-10, Current, 1e-09, 4
25, 2.055646e-10, Current, 1e-09, 4
26, 2.058802e-10, Current, 1e-09, 4
27, 2.063605e-10, Current, 1e-09, 4
28, 2.067857e-10, Current, 1e-09, 4
29, 2.070327e-10, Current, 1e-09, 4
30, 2.068269e-10, Current, 1e-09, 4
31, 2.070053e-10, Current, 1e-09, 4
32, 2.068269e-10, Current, 1e-09, 4
33, 2.064975e-10, Current, 1e-09, 4
34, 2.057018e-10, Current, 1e-09, 4
35, 2.047278e-10, Current, 1e-09, 4
36, 2.039732e-10, Current, 1e-09, 4
37, 2.03685e-10, Current, 1e-09, 4
38, 2.028756e-10, Current, 1e-09, 4
39, 2.019564e-10, Current, 1e-09, 4
40, 2.010372e-10, Current, 1e-09, 4
41, 2.001729e-10, Current, 1e-09, 4
42, 1.997476e-10, Current, 1e-09, 4
43, 1.993496e-10, Current, 1e-09, 4
44, 1.988009e-10, Current, 1e-09, 4
45, 1.986088e-10, Current, 1e-09, 4
46, 1.988146e-10, Current, 1e-09, 4
47, 1.993771e-10, Current, 1e-09, 4
48, 1.990478e-10, Current, 1e-09, 4
49, 1.995143e-10, Current, 1e-09, 4
50, 2.006118e-10, Current, 1e-09, 4
51, 2.012018e-10, Current, 1e-09, 4
52, 2.017232e-10, Current, 1e-09, 4
53, 2.02368e-10, Current, 1e-09, 4
54, 2.033147e-10, Current, 1e-09, 4
55, 2.042065e-10, Current, 1e-09, 4
56, 2.050296e-10, Current, 1e-09, 4
57, 2.055922e-10, Current, 1e-09, 4
58, 2.05894e-10, Current, 1e-09, 4
59, 2.06429e-10, Current, 1e-09, 4
60, 2.066897e-10, Current, 1e-09, 4
61, 2.066485e-10, Current, 1e-09, 4
62, 2.066897e-10, Current, 1e-09, 4
63, 2.064564e-10, Current, 1e-09, 4
64, 2.062507e-10, Current, 1e-09, 4
65, 2.055372e-10, Current, 1e-09, 4
66, 2.046592e-10, Current, 1e-09, 4
67, 2.039046e-10, Current, 1e-09, 4
68, 2.034793e-10, Current, 1e-09, 4
69, 2.028619e-10, Current, 1e-09, 4
70, 2.01929e-10, Current, 1e-09, 4
71, 2.008999e-10, Current, 1e-09, 4
72, 1.999396e-10, Current, 1e-09, 4
73, 1.995143e-10, Current, 1e-09, 4
74, 1.991302e-10, Current, 1e-09, 4
75, 1.986225e-10, Current, 1e-09, 4
76, 1.982247e-10, Current, 1e-09, 4
77, 1.983756e-10, Current, 1e-09, 4
78, 1.992948e-10, Current, 1e-09, 4
79, 1.988009e-10, Current, 1e-09, 4
80, 1.988009e-10, Current, 1e-09, 4
81, 1.995692e-10, Current, 1e-09, 4
82, 2.003512e-10, Current, 1e-09, 4
83, 2.009686e-10, Current, 1e-09, 4
84, 2.01586e-10, Current, 1e-09, 4
85, 2.02368e-10, Current, 1e-09, 4
86, 2.031637e-10, Current, 1e-09, 4
87, 2.040418e-10, Current, 1e-09, 4
88, 2.049198e-10, Current, 1e-09, 4
89, 2.053314e-10, Current, 1e-09, 4
90, 2.055235e-10, Current, 1e-09, 4
91, 2.06086e-10, Current, 1e-09, 4
92, 2.06182e-10, Current, 1e-09, 4
93, 2.061272e-10, Current, 1e-09, 4
94, 2.06237e-10, Current, 1e-09, 4
95, 2.060311e-10, Current, 1e-09, 4
96, 2.05647e-10, Current, 1e-09, 4
97, 2.048375e-10, Current, 1e-09, 4
98, 2.038497e-10, Current, 1e-09, 4
99, 2.032049e-10, Current, 1e-09, 4
100, 2.027384e-10, Current, 1e-09, 4
101, 2.018878e-10, Current, 1e-09, 4
102, 2.00996e-10, Current, 1e-09, 4
103, 2.001042e-10, Current, 1e-09, 4
104, 1.993359e-10, Current, 1e-09, 4
