Index	Average	Scarto	0	8280.0070	126.3519
1	8362.2420	1098.5755
2	7354.2430	112.9245
3	8320.7710	1010.9603
4	7864.5980	124.5864
5	8142.9650	1178.3777
6	7617.2640	120.5658
7	8813.1170	845.1397
8	7901.3380	126.5134
9	8445.7230	1044.2549
10	7510.4830	114.7546
11	7824.8750	1138.7745
12	5984.7410	96.2193
13	9021.9920	773.6749
14	9058.9870	139.5571
15	9138.2490	1333.9564
16	8480.4270	131.7665
17	9653.6690	1106.0363
18	9476.8780	149.2633
19	10160.2220	1371.6536
20	8755.3760	139.3324
21	9249.3200	1274.5921
22	9044.1050	137.7073
23	9011.8120	1320.9181
24	6755.9470	104.1319
25	8483.8770	1015.5774
26	8742.0950	138.7372
27	9125.5160	1266.1090
28	9397.5820	148.8325
29	9282.7430	1278.7576
30	9382.5180	148.9365
31	10088.3530	1226.9564
32	8514.3410	132.6834
33	9765.1720	1217.3319
34	8841.4180	136.6078
35	8934.4080	1088.4899
36	6134.0440	95.4156
37	8516.5990	778.0265
38	8802.9220	138.1327
39	9614.8240	1243.0840
40	9396.6890	150.7768
41	9765.1770	1249.3242
42	8949.9880	142.5968
43	9418.2130	1300.1744
44	8690.9640	138.9748
45	9815.6270	1331.4471
46	9312.7920	151.1950
47	8675.0250	1351.2085
48	7614.1250	120.0186
49	9122.4990	968.5925
50	8409.9660	134.8779
51	9075.9950	998.3070
52	8864.7740	142.7159
53	8883.6720	1438.9359
54	8341.9150	134.8792
55	9654.7860	1273.5022
56	8744.6560	138.3713
57	9317.9330	1317.3266
58	8572.0470	133.7588
59	8245.1280	1182.2398
60	5062.0200	79.7535
61	7189.0510	730.7100
62	6876.0210	109.8198
63	7249.3350	1051.8711
64	7017.9530	107.5321
65	8293.4140	864.3252
66	7239.9560	112.1193
67	7514.5020	1014.5862
68	7105.1180	111.0735
69	8219.7430	873.2116
70	7574.3220	118.8316
71	7132.6300	920.8198
