0	6517.1560	102.5043
1	6686.7200	938.5959
2	5872.1020	87.7385
3	6664.8770	907.5207
4	6319.1160	98.7729
5	6571.1540	896.2700
6	6097.5960	95.7148
7	7112.4750	871.7724
8	6387.7200	96.0153
9	6878.4430	1085.0594
10	6005.8000	94.9353
11	6185.2690	704.5290
12	4759.8840	72.6100
13	7232.3370	614.8362
14	7267.7500	111.8409
15	7325.3280	895.5442
16	6901.6590	106.9376
17	7818.9550	948.6231
18	7614.2190	117.6250
19	8204.6930	822.4806
20	7107.0530	112.5100
21	7356.2520	1027.3603
22	7192.4440	113.4867
23	7107.8650	851.1448
24	5367.8990	84.4417
25	6758.5460	799.8376
26	7014.7810	111.7253
27	7472.3320	1282.0204
28	7545.9180	120.4123
29	7528.3640	1066.8650
30	7539.8480	117.0314
31	8247.1570	1222.1832
32	6818.4820	107.5279
33	7721.4810	837.4312
34	7019.4240	109.1616
35	7133.8560	915.4710
36	4901.7560	74.7144
37	6810.7340	676.3595
38	7057.6080	111.5066
39	7752.5910	1049.3013
40	7485.1040	117.2221
41	7850.0070	1067.7970
42	7319.1620	116.0105
43	7622.8080	989.1749
44	6983.8240	108.7425
45	7854.8550	979.2394
46	7502.9060	121.8100
47	6961.5260	1089.1872
48	6051.4240	94.6999
49	7304.5860	874.2490
50	6767.7050	109.8191
51	7363.7470	956.7710
52	7118.7680	113.2132
53	7071.3940	799.4888
54	6807.4300	112.8210
55	7788.0000	1053.9540
56	6965.7550	110.5739
57	7422.9000	963.2504
58	6909.8150	109.7055
59	6619.4460	1004.2851
60	4034.8400	66.3866
61	5786.3840	556.4285
62	5531.5350	87.2668
63	5880.6980	934.8733
64	5652.4680	91.5671
65	6636.0600	823.3114
66	5770.6560	91.8309
67	6015.1080	687.4045
68	5712.9620	91.1305
69	6636.1780	805.2429
70	6056.9540	94.8806
71	5731.9710	770.7296
