11,1.915
12,2.556
13,3.149
14,3.554
15,4.179
16,4.905
21,9.496
22,13.797
23,17.140
24,19.038
25,22.118
26,25.801
31,48.882
32,72.064
33,88.574
34,93.995
35,107.148
36,123.344
41,194.431
42,290.513
43,366.416
44,379.889
45,435.067
46,493.104
51,904.279
52,1317.974
53,1635.036
54,1654.023
55,1888.694
56,2155.694
