Index	Average	Scarto	0	556.1500	8.8172
1	598.2190	53.4808
2	561.2590	8.8143
3	631.3380	86.7216
4	605.9210	9.7491
5	643.7820	81.2051
6	593.3050	9.4623
7	673.7740	98.3456
8	616.4780	10.0100
9	656.7200	100.1416
10	569.7450	9.1164
11	589.7100	89.1843
12	439.2160	6.9336
13	676.3430	63.8138
14	676.4390	11.1033
15	691.6080	75.0380
16	674.0930	10.8230
17	761.0140	97.6928
18	726.4430	11.6506
19	794.0600	104.9839
20	701.5320	11.2558
21	700.9350	88.5595
22	673.6800	10.8514
23	673.1030	105.9627
24	500.0730	8.0593
25	615.0090	48.5985
26	655.4190	10.4130
27	700.6410	97.5703
28	703.9720	11.6212
29	719.0810	87.2146
30	721.3120	11.8492
31	788.6670	100.3755
32	675.1380	10.6443
33	728.9040	72.3961
34	661.9330	10.2524
35	672.5070	88.9750
36	456.2020	7.1929
37	639.7760	54.9762
38	673.2400	10.7556
39	756.5150	109.8907
40	704.8570	11.5804
41	734.9920	113.0095
42	711.6070	11.4569
43	744.4320	103.0175
44	682.5560	10.8844
45	743.3880	94.4310
46	718.4660	11.4912
47	668.6860	117.2566
48	546.2700	8.7552
49	665.4610	64.6829
50	648.3400	10.6932
51	704.0120	95.4797
52	690.8210	10.9628
53	679.7630	84.6922
54	657.0230	10.9115
55	745.9950	102.3707
56	665.6820	10.6355
57	703.7180	86.0713
58	672.5530	10.5384
59	637.1350	95.0246
60	373.8930	5.9351
61	541.6570	56.5454
62	528.3420	8.5291
63	556.2960	76.2273
64	544.0010	8.6813
65	611.2170	54.5689
66	552.0100	8.7527
67	577.2040	74.0097
68	546.7040	8.7228
69	616.9900	83.1554
70	566.0730	9.1166
71	541.8450	81.9539
