0	412.1630	6.9262
1	454.0970	70.0712
2	420.7520	7.1592
3	473.4140	65.2923
4	454.6490	7.4196
5	481.7690	52.3568
6	446.3190	7.2473
7	500.7850	60.6930
8	462.8730	7.5179
9	489.6240	64.4197
10	426.9920	7.0101
11	439.8370	61.8247
12	328.4090	5.4207
13	505.6620	47.3705
14	506.0860	8.3569
15	525.6840	81.5011
16	506.0280	8.5078
17	570.0760	66.3514
18	546.3300	9.1007
19	597.7420	88.7835
20	527.9960	8.9607
21	527.5890	68.9447
22	503.6440	8.2794
23	501.9320	75.3902
24	373.7010	6.1961
25	464.6260	55.9002
26	490.9020	8.1100
27	525.5530	73.1566
28	527.1760	8.7978
29	547.4160	90.9721
30	541.9970	8.9001
31	594.9040	86.4528
32	509.0370	8.5167
33	552.9820	77.5985
34	495.4260	8.0589
35	502.6380	65.3316
36	341.3800	5.6731
37	480.6370	41.8208
38	504.4520	8.0352
39	566.4740	75.1393
40	528.9730	8.6457
41	546.7770	74.7912
42	532.4390	8.8755
43	560.1970	78.0794
44	513.9400	8.4462
45	553.1900	58.4446
46	538.5030	8.9273
47	494.9080	66.3997
48	407.2470	6.6262
49	499.6010	52.7931
50	486.6990	7.8300
51	526.6590	66.6026
52	520.4390	8.5857
53	512.9200	73.5059
54	492.4320	8.4711
55	557.0890	67.4185
56	500.0740	8.1188
57	529.7420	76.2679
58	504.7680	8.3426
59	475.0970	60.0582
60	279.7350	4.4963
61	404.6440	40.4890
62	397.1450	6.6910
63	414.4190	45.4530
64	408.1100	6.7919
65	461.9900	57.6272
66	414.0050	6.7849
67	435.1760	65.2074
68	410.2340	6.7122
69	457.4910	50.6581
70	423.1690	7.0019
71	402.7940	53.9029
72	2701794.0000	0.0000
73	1.0000	0.0000
