11306,11732,10454,10974,10470,10716,10293,11919,11274,12569,11582,11981,8929,13133,13403,12977,12654,13903,13481,14392,13239,14104,13669,12892,10142,12121,12470,12912,13598,13006,12936,14039,12038,13989,12223,24411,8790,12169,13136,14620,14597,14262,13619,14371,13026,14217,13541,11718,11014,12389,11546,12705,12587,12400,11919,13781,12275,12245,11358,10560,6766,10017,9801,10160,10166,11990,10781,10903,10475,11591,10494,9551
11370,11617,10159,10867,10443,10736,10288,11853,11163,12225,11289,11519,8746,13194,13246,12950,12615,13750,13252,14279,13034,13904,13519,12437,10040,12003,12250,12879,13318,12613,12752,13688,11776,13797,12108,12126,8702,12046,13048,14491,14543,14275,13498,14316,12860,14170,13750,11891,11135,12701,11880,12967,12688,12642,12418,14161,12627,12477,11646,10779,6846,10106,10066,10365,10435,12358,10861,11156,10515,11929,10684,9694
11446,11791,10404,10915,10458,10807,10365,12040,11250,12374,11374,11730,8952,13353,13662,13112,12610,14004,13304,14454,13418,14128,13721,12664,10098,12275,12609,13146,13529,12931,13069,13891,12065,14082,12345,12246,8897,12285,13300,14808,14552,14342,13624,14611,12848,14012,13527,11861,10917,12627,11693,12710,12492,12187,11854,13765,12272,12296,11358,10694,6727,9713,9835,10181,10088,12216,10617,10916,10405,11852,10568,9550
11516,11836,10466,10987,10375,11047,10367,12074,11196,12609,11412,11892,8996,13341,13637,13283,12667,13820,13569,14501,13410,14233,13802,12718,10153,12206,12397,12916,13447,12864,13225,14063,12217,14092,12305,12492,8840,12339,13273,14700,14506,14411,13462,14276,12707,13895,13121,11369,10762,12318,11731,12476,12632,12291,12016,13810,12195,12345,11182,10484,6783,9781,9624,9941,10113,12254,10800,10734,10470,11550,10711,9605
11621,11973,10445,11181,10632,10982,10290,12042,11271,12385,11644,12040,8958,13524,13858,13465,12769,14104,13648,14569,13347,14222,14053,13104,10363,12305,12491,13077,13709,26580,13050,14015,11882,13801,12147,11852,8595,11968,12853,14115,14110,13877,13160,13877,12690,13801,13001,11368,10769,12272,11341,12360,12356,12114,11880,13700,12198,12159,11314,10558,6889,9871,9775,10282,10280,12233,10809,11000,10643,11785,10536,9628
11721,12224,10642,11319,10696,11062,10558,12359,11438,12792,11606,12224,8930,13514,13739,13195,12730,14071,13472,14446,13459,13852,13642,12669,10066,12164,12268,12732,13300,12448,12677,13634,11594,13332,11777,11749,8390,11857,12842,14102,14019,14128,13137,13739,12405,13710,13248,11583,10690,12332,11397,12411,12427,12277,11923,13795,12391,12365,11279,10603,6857,10031,9924,10150,10189,12423,10839,11242,10778,11780,10876,10007
11904,12263,10896,11284,10676,11066,10414,12156,11428,12643,11675,11981,8908,13172,13507,13015,12678,13720,13296,14098,13078,13830,13287,12553,10001,11808,12319,12505,13034,12342,12503,13600,11541,13492,11939,11853,8451,11973,12653,14068,14070,13936,13181,14011,12828,13794,13350,11590,10820,12544,11680,12584,12797,12357,11853,14092,12512,12292,11605,10946,6938,10145,10083,10389,10445,12636,10977,11353,10710,12130,10666,9818
11388,11990,10584,10779,10464,10853,10086,11732,11262,12108,11218,11417,8644,13054,13293,13140,12559,13621,13200,13925,13014,13741,13411,12448,9793,11846,12345,12769,13350,12457,12684,13538,11721,13705,11996,11922,8522,11869,12719,14473,14412,14181,13222,14221,12799,14072,13367,11789,10938,12615,11714,12680,12725,12801,12349,14115,12681,12650,11728,10876,7088,10200,10104,10606,10586,12677,11104,11494,11052,12130,11055,10044
11468,11610,10395,11059,10256,10688,10222,11744,11145,12198,11171,11447,8759,13048,13407,12891,12636,13591,13140,14309,13066,13878,13299,12646,9974,11954,12167,12722,13133,12588,12593,13709,11937,13844,12062,12128,8688,12128,13069,14629,14574,14254,13335,14238,13048,14398,13260,11833,11175,12733,11771,12986,13052,12880,12381,14037,12765,12634,11631,10959,7124,10161,10056,10482,10528,12441,10949,11130,10525,11837,10716,9756
11481,11741,10428,10859,10411,10866,10273,22243,11154,12577,11372,11736,8774,13191,13617,13090,12768,13811,13304,14294,13367,14162,13461,12684,10265,12108,12546,12856,13646,12785,13113,13875,12082,13817,12284,12283,8683,12128,13306,14564,14596,14412,13746,14348,13015,14032,13600,11814,11021,12546,11862,12672,12768,12521,12036,13998,12309,12306,11221,10716,6840,9728,9875,10061,10194,12366,10616,10920,10596,11688,10435,9513
